eventid|venueid|catid|dateid|eventname|starttime
4310|7|9|2037|David Sanborn|2008-07-30 14:00:00.000000
4327|102|9|2037|Smashing Pumpkins|2008-07-30 20:00:00.000000
4350|104|9|2037|Creedence Clearwater Revisited|2008-07-30 14:30:00.000000
4466|61|9|2037|Led Zeppelin|2008-07-30 19:30:00.000000
4522|19|9|2037|Bullet for My Valentine|2008-07-30 14:30:00.000000
5052|109|9|2037|Temptations|2008-07-30 14:00:00.000000
5333|34|9|2037|Peter Frampton|2008-07-30 19:30:00.000000
5498|76|9|2037|The Guess Who|2008-07-30 19:00:00.000000
7367|120|9|2037|Brian Jonestown Massacre|2008-07-30 15:00:00.000000
8074|122|9|2037|Juan Luis Guerra|2008-07-30 14:00:00.000000
8505|32|9|2037|The Jesus and Mary Chain|2008-07-30 19:30:00.000000
8636|126|9|2037|Amos Lee|2008-07-30 19:00:00.000000
15|307|8|2038|Die Walkure|2008-07-31 19:30:00.000000
489|300|8|2038|Rusalka|2008-07-31 19:30:00.000000
1365|227|6|2038|Shrek the Musical|2008-07-31 14:30:00.000000
1676|250|6|2038|Blue Man Group|2008-07-31 19:30:00.000000
1914|210|7|2038|King Lear|2008-07-31 14:00:00.000000
4212|117|9|2038|Seal|2008-07-31 19:30:00.000000
4545|66|9|2038|George Michael|2008-07-31 20:00:00.000000
7426|80|9|2038|K.D. Lang|2008-07-31 19:30:00.000000
7478|68|9|2038|Joe Satriani|2008-07-31 14:00:00.000000
335|308|8|2039|Il Trovatore|2008-08-01 20:00:00.000000
964|246|6|2039|South Pacific|2008-08-01 14:30:00.000000
1813|219|7|2039|The Homecoming|2008-08-01 19:00:00.000000
1871|212|7|2039|Oedipus the King|2008-08-01 20:00:00.000000
1912|249|7|2039|A Streetcar Named Desire|2008-08-01 14:00:00.000000
1956|208|7|2039|All My Sons|2008-08-01 14:30:00.000000
3922|17|9|2039|Crosby Stills Nash|2008-08-01 14:00:00.000000
5019|47|9|2039|Allman Brothers Band|2008-08-01 19:00:00.000000
5805|50|9|2039|Black Kids|2008-08-01 15:00:00.000000
6013|30|9|2039|Black Kids|2008-08-01 14:00:00.000000
6112|17|9|2039|Joan Baez|2008-08-01 19:00:00.000000
6575|27|9|2039|Mike Gordon|2008-08-01 19:00:00.000000
6795|12|9|2039|Kansas|2008-08-01 19:30:00.000000
7124|1|9|2039|Toadies|2008-08-01 14:00:00.000000
7204|56|9|2039|Ted Nugent|2008-08-01 19:00:00.000000
7907|117|9|2039|Chicago|2008-08-01 14:00:00.000000
909|220|6|2040|A Catered Affair|2008-08-02 19:00:00.000000
2108|202|7|2040|The Country Girl|2008-08-02 15:00:00.000000
2297|214|7|2040|A Streetcar Named Desire|2008-08-02 14:00:00.000000
2496|212|7|2040|The Country Girl|2008-08-02 19:30:00.000000
3573|240|7|2040|The Cherry Orchard|2008-08-02 19:00:00.000000
3923|39|9|2040|Enrique Iglesias|2008-08-02 15:00:00.000000
4191|103|9|2040|Sara Bareilles|2008-08-02 15:00:00.000000
5629|70|9|2040|Lionel Richie|2008-08-02 19:30:00.000000
6394|85|9|2040|Keith Urban|2008-08-02 14:00:00.000000
7515|13|9|2040|Fleet Foxes|2008-08-02 19:00:00.000000
7781|19|9|2040|Kenny Wayne Shepherd|2008-08-02 14:00:00.000000
7882|101|9|2040|El Monstero y Los Masked Avengers|2008-08-02 19:30:00.000000
2218|202|7|2041|Waiting for Godot|2008-08-03 14:00:00.000000
2303|242|7|2041|A Bronx Tale|2008-08-03 14:30:00.000000
4612|70|9|2041|Casting Crowns|2008-08-03 19:30:00.000000
5899|93|9|2041|The Raconteurs|2008-08-03 15:00:00.000000
6414|78|9|2041|Hot Chip|2008-08-03 19:00:00.000000
7734|129|9|2041|Bloc Party|2008-08-03 19:30:00.000000
8710|113|9|2041|Aretha Franklin|2008-08-03 19:30:00.000000
8752|85|9|2041|Live|2008-08-03 19:00:00.000000
564|230|6|2042|Oliver!|2008-08-04 14:00:00.000000
2133|232|7|2042|The Glass Menagerie|2008-08-04 19:00:00.000000
3285|218|7|2042|To Be or Not To Be|2008-08-04 14:30:00.000000
3856|118|9|2042|New Kids on the Block|2008-08-04 14:00:00.000000
4006|60|9|2042|Barenaked Ladies|2008-08-04 19:30:00.000000
4181|47|9|2042|Paramore|2008-08-04 15:00:00.000000
6662|57|9|2042|Michael Bolton|2008-08-04 19:30:00.000000
7364|71|9|2042|Scorpions|2008-08-04 14:00:00.000000
7953|12|9|2042|Etta James|2008-08-04 14:00:00.000000
825|215|6|2043|Flower Drum Song|2008-08-05 19:00:00.000000
3258|242|7|2043|Rosencrantz and Guildenstern Are Dead|2008-08-05 19:00:00.000000
4050|7|9|2043|Gretchen Wilson|2008-08-05 15:00:00.000000
5088|77|9|2043|Nick Cave|2008-08-05 19:00:00.000000
5366|52|9|2043|Marc Anthony|2008-08-05 19:30:00.000000
6862|60|9|2043|DJ Shadow and Cut Chemist|2008-08-05 19:30:00.000000
7353|32|9|2043|Loretta Lynn|2008-08-05 14:00:00.000000
8246|14|9|2043|Umphreys McGee|2008-08-05 19:00:00.000000
8358|63|9|2043|Gretchen Wilson|2008-08-05 19:30:00.000000
8598|70|9|2043|Bow Wow|2008-08-05 15:00:00.000000
8633|96|9|2043|Spoon|2008-08-05 15:00:00.000000
449|306|8|2044|Salome|2008-08-06 20:00:00.000000
611|224|6|2044|The Phantom of the Opera|2008-08-06 14:30:00.000000
4819|83|9|2044|Bruce Springsteen|2008-08-06 19:00:00.000000
4911|104|9|2044|Decemberists|2008-08-06 14:00:00.000000
5616|88|9|2044|Coheed and Cambria|2008-08-06 19:30:00.000000
6128|8|9|2044|Monsters of Rock|2008-08-06 19:00:00.000000
6608|16|9|2044|Great Big Sea|2008-08-06 19:00:00.000000
6757|12|9|2044|Jimmy Eat World|2008-08-06 14:00:00.000000
7130|62|9|2044|Los Temerarios|2008-08-06 15:00:00.000000
8264|130|9|2044|Styx|2008-08-06 19:30:00.000000
410|305|8|2045|Tristan und Isolde|2008-08-07 14:00:00.000000
943|225|6|2045|Seven Brides for Seven Brothers|2008-08-07 14:30:00.000000
1088|209|6|2045|Fiddler on the Roof|2008-08-07 14:30:00.000000
1810|230|7|2045|The Seagull|2008-08-07 14:30:00.000000
1827|234|7|2045|Hedda Gabler|2008-08-07 20:00:00.000000
2261|231|7|2045|Julius Caesar|2008-08-07 19:00:00.000000
3346|217|7|2045|Cirque du Soleil|2008-08-07 14:00:00.000000
3643|200|7|2045|Look Back in Anger|2008-08-07 20:00:00.000000
4860|5|9|2045|Vicente Fernandez|2008-08-07 15:00:00.000000
5132|51|9|2045|Ringo Starr|2008-08-07 19:30:00.000000
6043|52|9|2045|Los Temerarios|2008-08-07 19:30:00.000000
6959|90|9|2045|Michael Bolton|2008-08-07 14:00:00.000000
7806|98|9|2045|Sarah Brightman|2008-08-07 14:00:00.000000
7992|106|9|2045|Wisin y Yandel|2008-08-07 14:00:00.000000
8408|87|9|2045|Brooks and Dunn|2008-08-07 15:00:00.000000
579|202|6|2046|The Phantom of the Opera|2008-08-08 19:30:00.000000
928|229|6|2046|Mamma Mia!|2008-08-08 14:30:00.000000
1310|227|6|2046|Les Miserables|2008-08-08 19:30:00.000000
1344|207|6|2046|South Pacific|2008-08-08 20:00:00.000000
3579|230|7|2046|The Glass Menagerie|2008-08-08 14:30:00.000000
3584|219|7|2046|The Homecoming|2008-08-08 19:00:00.000000
3682|221|7|2046|Macbeth|2008-08-08 15:00:00.000000
4141|2|9|2046|Wolf Parade|2008-08-08 19:30:00.000000
4284|64|9|2046|Chris Botti|2008-08-08 19:30:00.000000
4285|81|9|2046|Eva Ayllon|2008-08-08 14:00:00.000000
4758|64|9|2046|Dave Stewart|2008-08-08 15:00:00.000000
5049|15|9|2046|Billy Joel|2008-08-08 19:00:00.000000
6174|120|9|2046|The Jesus and Mary Chain|2008-08-08 15:00:00.000000
7448|1|9|2046|Lenny Kravitz|2008-08-08 19:30:00.000000
7808|112|9|2046|Wyclef Jean|2008-08-08 14:00:00.000000
8447|55|9|2046|Bonnie Raitt|2008-08-08 19:30:00.000000
933|226|6|2047|Shrek the Musical|2008-08-09 19:30:00.000000
2764|216|7|2047|The Seagull|2008-08-09 19:00:00.000000
4569|80|9|2047|Lucinda Williams|2008-08-09 14:30:00.000000
4846|31|9|2047|Alejandro Fernandez|2008-08-09 15:00:00.000000
4909|66|9|2047|Gary Allan|2008-08-09 19:00:00.000000
5057|35|9|2047|Little Big Town|2008-08-09 19:00:00.000000
5929|44|9|2047|Great Big Sea|2008-08-09 19:30:00.000000
7280|113|9|2047|Steve Miller Band|2008-08-09 19:30:00.000000
7538|8|9|2047|Flogging Molly|2008-08-09 14:00:00.000000
7618|4|9|2047|Zombies|2008-08-09 14:00:00.000000
7727|18|9|2047|Kenny Wayne Shepherd|2008-08-09 19:30:00.000000
8635|47|9|2047|John Hiatt|2008-08-09 14:00:00.000000
1123|200|6|2048|State Fair|2008-08-10 19:30:00.000000
1617|259|6|2048|Legally Blonde|2008-08-10 14:30:00.000000
3526|228|7|2048|Spring Awakening|2008-08-10 14:00:00.000000
3650|229|7|2048|The Seagull|2008-08-10 14:00:00.000000
4453|113|9|2048|My Bloody Valentine|2008-08-10 19:30:00.000000
5510|70|9|2048|Rick Springfield|2008-08-10 14:00:00.000000
5637|52|9|2048|B.B. King|2008-08-10 14:00:00.000000
6097|92|9|2048|Tony Bennett|2008-08-10 14:00:00.000000
6226|126|9|2048|Ringo Starr|2008-08-10 19:00:00.000000
6578|97|9|2048|Blind Melon|2008-08-10 15:00:00.000000
6799|101|9|2048|Johnny Mathis|2008-08-10 19:00:00.000000
7506|13|9|2048|Brad Paisley|2008-08-10 14:00:00.000000
7853|36|9|2048|Lyle Lovett|2008-08-10 14:00:00.000000
8592|50|9|2048|Crosby Stills Nash|2008-08-10 19:30:00.000000
235|305|8|2049|Ring Cycle|2008-08-11 15:00:00.000000
409|303|8|2049|Doctor Atomic|2008-08-11 20:00:00.000000
1684|255|6|2049|Phantom of the Opera|2008-08-11 14:00:00.000000
1746|258|6|2049|Legally Blonde|2008-08-11 14:30:00.000000
3943|56|9|2049|B.B. King|2008-08-11 14:30:00.000000
5206|48|9|2049|Monsters of Rock|2008-08-11 19:30:00.000000
6223|29|9|2049|Rick Braun|2008-08-11 19:00:00.000000
6534|104|9|2049|Air Supply|2008-08-11 19:00:00.000000
6555|41|9|2049|Steve Miller Band|2008-08-11 14:00:00.000000
7919|1|9|2049|Wyclef Jean|2008-08-11 19:00:00.000000
8798|128|9|2049|Lynyrd Skynyrd|2008-08-11 20:00:00.000000
1115|209|6|2050|Billy Elliot the Musical|2008-08-12 15:00:00.000000
2982|233|7|2050|Hamlet|2008-08-12 14:30:00.000000
3124|215|7|2050|A Man For All Seasons|2008-08-12 15:00:00.000000
4149|1|9|2050|The Raconteurs|2008-08-12 14:00:00.000000
4519|84|9|2050|Al Green|2008-08-12 14:00:00.000000
4630|108|9|2050|George Michael|2008-08-12 14:00:00.000000
5493|97|9|2050|Irish Tenors|2008-08-12 19:30:00.000000
6383|109|9|2050|James Blunt|2008-08-12 19:00:00.000000
6483|86|9|2050|Brian McKnight|2008-08-12 19:00:00.000000
6768|80|9|2050|Widespread Panic|2008-08-12 14:00:00.000000
7031|70|9|2050|Ben E. King|2008-08-12 19:00:00.000000
7712|77|9|2050|Luis Miguel|2008-08-12 19:30:00.000000
8251|9|9|2050|Madonna|2008-08-12 19:30:00.000000
94|302|8|2051|La Traviata|2008-08-13 14:00:00.000000
1022|238|6|2051|Billy Elliot the Musical|2008-08-13 15:00:00.000000
2856|217|7|2051|As You Like It|2008-08-13 19:00:00.000000
3510|216|7|2051|Iphigenia|2008-08-13 19:00:00.000000
5202|52|9|2051|Jim Brickman|2008-08-13 19:00:00.000000
6072|130|9|2051|Isaac Hayes|2008-08-13 19:00:00.000000
956|216|6|2052|Chicago|2008-08-14 15:00:00.000000
1033|209|6|2052|Dirty Dancing|2008-08-14 20:00:00.000000
3427|225|7|2052|As You Like It|2008-08-14 15:00:00.000000
3654|230|7|2052|Wicked|2008-08-14 20:00:00.000000
3778|229|7|2052|The Country Girl|2008-08-14 20:00:00.000000
4623|6|9|2052|Neil Diamond|2008-08-14 19:00:00.000000
8428|30|9|2052|Alicia Keys|2008-08-14 15:00:00.000000
8508|117|9|2052|Cute Is What We Aim For|2008-08-14 14:00:00.000000
8519|51|9|2052|Serj Tankian|2008-08-14 19:00:00.000000
39|306|8|2053|La Rondine|2008-08-15 14:00:00.000000
3412|217|7|2053|Look Back in Anger|2008-08-15 14:30:00.000000
4956|41|9|2053|Paramore|2008-08-15 14:00:00.000000
5756|4|9|2053|Irish Tenors|2008-08-15 19:00:00.000000
6446|80|9|2053|Live|2008-08-15 19:30:00.000000
7247|14|9|2053|Sammy Hagar|2008-08-15 19:30:00.000000
7648|15|9|2053|Manhattan Transfer|2008-08-15 15:00:00.000000
7649|79|9|2053|Iron and Wine|2008-08-15 14:00:00.000000
406|307|8|2054|Thais|2008-08-16 20:00:00.000000
827|209|6|2054|The King and I|2008-08-16 19:30:00.000000
2225|220|7|2054|The 39 Steps|2008-08-16 14:00:00.000000
3298|245|7|2054|A Bronx Tale|2008-08-16 14:00:00.000000
3498|206|7|2054|Passing Strange|2008-08-16 20:00:00.000000
4215|125|9|2054|Cake|2008-08-16 14:00:00.000000
4424|1|9|2054|Cute Is What We Aim For|2008-08-16 19:00:00.000000
4778|18|9|2054|Cake|2008-08-16 14:00:00.000000
5388|36|9|2054|Nick Cave|2008-08-16 15:00:00.000000
6184|53|9|2054|Paul McCartney|2008-08-16 19:30:00.000000
6303|37|9|2054|Donna Summer|2008-08-16 19:00:00.000000
8131|114|9|2054|Isaac Hayes|2008-08-16 19:00:00.000000
8180|55|9|2054|Green Day|2008-08-16 19:00:00.000000
8495|126|9|2054|Paramore|2008-08-16 15:00:00.000000
8588|20|9|2054|Cute Is What We Aim For|2008-08-16 19:00:00.000000
812|248|6|2055|A Catered Affair|2008-08-17 19:00:00.000000
1078|219|6|2055|High School Musical|2008-08-17 14:30:00.000000
1918|247|7|2055|Thurgood|2008-08-17 15:00:00.000000
3861|125|9|2055|Santana|2008-08-17 19:00:00.000000
4046|15|9|2055|Michael Bolton|2008-08-17 14:30:00.000000
4842|36|9|2055|Girl Talk|2008-08-17 14:00:00.000000
4923|124|9|2055|Backstreet Boys|2008-08-17 15:00:00.000000
5566|120|9|2055|Jesse Lacey|2008-08-17 19:00:00.000000
5785|48|9|2055|Bow Wow|2008-08-17 19:00:00.000000
6002|21|9|2055|Willie Nelson|2008-08-17 19:30:00.000000
6328|105|9|2055|George Thorogood|2008-08-17 19:00:00.000000
6600|68|9|2055|Erykah Badu|2008-08-17 15:00:00.000000
7183|127|9|2055|Kenny Loggins|2008-08-17 15:00:00.000000
7333|31|9|2055|Rusted Root|2008-08-17 14:00:00.000000
8652|78|9|2055|Wyclef Jean|2008-08-17 14:00:00.000000
1999|246|7|2056|Wicked|2008-08-18 19:00:00.000000
2973|241|7|2056|The Country Girl|2008-08-18 15:00:00.000000
3106|209|7|2056|A Man For All Seasons|2008-08-18 14:00:00.000000
3600|216|7|2056|A Midsummer Night's Dream|2008-08-18 20:00:00.000000
3628|207|7|2056|Wicked|2008-08-18 14:30:00.000000
3882|115|9|2056|Serj Tankian|2008-08-18 19:00:00.000000
4090|94|9|2056|Smokey Robinson|2008-08-18 19:00:00.000000
4293|105|9|2056|Monsters of Rock|2008-08-18 20:00:00.000000
6720|48|9|2056|Crosby Stills Nash|2008-08-18 15:00:00.000000
7383|25|9|2056|Black Crowes|2008-08-18 15:00:00.000000
8695|64|9|2056|Eddie Vedder|2008-08-18 15:00:00.000000
507|246|6|2057|Gypsy|2008-08-19 20:00:00.000000
3708|230|7|2057|The Cherry Orchard|2008-08-19 19:00:00.000000
3985|69|9|2057|Lenny Kravitz|2008-08-19 20:00:00.000000
5276|99|9|2057|Tailgate 2008|2008-08-19 14:00:00.000000
6020|16|9|2057|Monsters of Rock|2008-08-19 19:00:00.000000
7982|6|9|2057|Joanna Newsom|2008-08-19 14:00:00.000000
8412|66|9|2057|Phil Vassar|2008-08-19 14:00:00.000000
1001|201|6|2058|Chicago|2008-08-20 19:30:00.000000
1299|239|6|2058|Les Miserables|2008-08-20 14:30:00.000000
1945|205|7|2058|The Country Girl|2008-08-20 19:30:00.000000
2485|234|7|2058|Julius Caesar|2008-08-20 19:30:00.000000
2840|200|7|2058|Woyzeck|2008-08-20 14:00:00.000000
3367|216|7|2058|Waiting for Godot|2008-08-20 15:00:00.000000
3905|21|9|2058|Cher|2008-08-20 14:00:00.000000
3951|115|9|2058|Patty Griffin|2008-08-20 19:00:00.000000
3988|122|9|2058|KT Tunstall|2008-08-20 20:00:00.000000
4026|78|9|2058|Backstreet Boys|2008-08-20 14:30:00.000000
4863|84|9|2058|Boston|2008-08-20 19:30:00.000000
5535|88|9|2058|Mark Knopfler|2008-08-20 15:00:00.000000
6008|40|9|2058|Joan Baez|2008-08-20 19:00:00.000000
6288|38|9|2058|Susan Tedeschi|2008-08-20 19:30:00.000000
6390|28|9|2058|Paramore|2008-08-20 19:30:00.000000
7896|114|9|2058|Ani DiFranco|2008-08-20 19:00:00.000000
8330|119|9|2058|Ringo Starr|2008-08-20 19:00:00.000000
8600|62|9|2058|Bobby Brown|2008-08-20 14:00:00.000000
815|212|6|2059|Mamma Mia!|2008-08-21 14:00:00.000000
883|229|6|2059|Legally Blonde|2008-08-21 19:00:00.000000
1654|262|6|2059|Blue Man Group|2008-08-21 14:00:00.000000
3081|208|7|2059|The Seagull|2008-08-21 19:00:00.000000
3400|239|7|2059|Oedipus the King|2008-08-21 19:00:00.000000
4537|122|9|2059|Sevendust|2008-08-21 14:30:00.000000
4876|67|9|2059|Brian McKnight|2008-08-21 19:00:00.000000
5113|71|9|2059|Lynyrd Skynyrd|2008-08-21 19:00:00.000000
5713|2|9|2059|Fab Faux|2008-08-21 14:00:00.000000
6706|14|9|2059|Jamboree in the Hills|2008-08-21 14:00:00.000000
8415|124|9|2059|Neil Diamond|2008-08-21 19:00:00.000000
2136|204|7|2060|The Seafarer|2008-08-22 15:00:00.000000
3128|240|7|2060|Hedda Gabler|2008-08-22 19:30:00.000000
3182|204|7|2060|All My Sons|2008-08-22 19:30:00.000000
3784|226|7|2060|Thurgood|2008-08-22 15:00:00.000000
4357|124|9|2060|Billy Joel|2008-08-22 14:30:00.000000
4547|52|9|2060|Ween|2008-08-22 20:00:00.000000
4701|43|9|2060|Gogol Bordello|2008-08-22 14:30:00.000000
5914|26|9|2060|Bobby Brown|2008-08-22 15:00:00.000000
7974|72|9|2060|Huey Lewis and the News|2008-08-22 19:00:00.000000
8252|110|9|2060|Manhattan Transfer|2008-08-22 14:00:00.000000
451|306|8|2061|La Sonnambula|2008-08-23 15:00:00.000000
708|249|6|2061|Flower Drum Song|2008-08-23 14:30:00.000000
1286|243|6|2061|Kiss Me Kate|2008-08-23 15:00:00.000000
1328|225|6|2061|Billy Elliot the Musical|2008-08-23 14:30:00.000000
1884|233|7|2061|November|2008-08-23 19:30:00.000000
2363|236|7|2061|The Country Girl|2008-08-23 15:00:00.000000
3191|224|7|2061|Uncle Vanya|2008-08-23 20:00:00.000000
3252|248|7|2061|Cirque du Soleil|2008-08-23 20:00:00.000000
3382|200|7|2061|Hedda Gabler|2008-08-23 19:30:00.000000
3750|217|7|2061|The Caucasian Chalk Circle|2008-08-23 19:00:00.000000
4376|101|9|2061|Matisyahu|2008-08-23 20:00:00.000000
4907|93|9|2061|Alicia Keys|2008-08-23 15:00:00.000000
4988|71|9|2061|Bamboozle Left|2008-08-23 19:30:00.000000
5382|109|9|2061|Radiohead|2008-08-23 15:00:00.000000
8581|33|9|2061|Bad Company|2008-08-23 15:00:00.000000
505|239|6|2062|The King and I|2008-08-24 19:30:00.000000
2138|216|7|2062|Uncle Vanya|2008-08-24 19:30:00.000000
3517|238|7|2062|Look Back in Anger|2008-08-24 14:30:00.000000
3607|228|7|2062|The Country Girl|2008-08-24 19:00:00.000000
3910|31|9|2062|Bamboozle Left|2008-08-24 19:00:00.000000
5969|34|9|2062|Chaka Khan|2008-08-24 19:00:00.000000
6946|118|9|2062|Hot Chip|2008-08-24 19:00:00.000000
7110|9|9|2062|Los Temerarios|2008-08-24 19:30:00.000000
4307|53|9|2063|Eagles|2008-08-25 19:30:00.000000
4450|76|9|2063|Jesse Lacey|2008-08-25 20:00:00.000000
4946|78|9|2063|Keith Sweat|2008-08-25 15:00:00.000000
5450|70|9|2063|Girl Talk|2008-08-25 14:00:00.000000
6292|115|9|2063|Oliver Dragojevic|2008-08-25 15:00:00.000000
6505|90|9|2063|Insane Clown Posse|2008-08-25 15:00:00.000000
7227|13|9|2063|Little River Band|2008-08-25 15:00:00.000000
7718|98|9|2063|Vicente Fernandez|2008-08-25 14:00:00.000000
8677|18|9|2063|New Kids on the Block|2008-08-25 19:30:00.000000
592|247|6|2064|Oliver!|2008-08-26 19:30:00.000000
1514|261|6|2064|Legally Blonde|2008-08-26 20:00:00.000000
1579|260|6|2064|Mamma Mia!|2008-08-26 15:00:00.000000
1613|250|6|2064|Mystere Cirque du Soleil|2008-08-26 14:30:00.000000
2247|216|7|2064|A Doll's House|2008-08-26 15:00:00.000000
2384|205|7|2064|Spring Awakening|2008-08-26 15:00:00.000000
2459|206|7|2064|Hamlet|2008-08-26 14:00:00.000000
2550|243|7|2064|Romeo and Juliet|2008-08-26 20:00:00.000000
3520|238|7|2064|Cirque du Soleil|2008-08-26 19:00:00.000000
4935|58|9|2064|English Beat|2008-08-26 14:00:00.000000
5089|15|9|2064|Tom Petty and the Heartbreakers|2008-08-26 19:00:00.000000
7522|81|9|2064|Cute Is What We Aim For|2008-08-26 19:30:00.000000
7553|55|9|2064|Temptations|2008-08-26 19:30:00.000000
8080|72|9|2064|Little River Band|2008-08-26 19:00:00.000000
8247|108|9|2064|Scorpions|2008-08-26 19:00:00.000000
8299|85|9|2064|Tegan and Sara|2008-08-26 14:00:00.000000
562|241|6|2065|Mary Poppins|2008-08-27 19:00:00.000000
1327|246|6|2065|Flower Drum Song|2008-08-27 14:00:00.000000
2036|239|7|2065|The Country Girl|2008-08-27 14:00:00.000000
2882|235|7|2065|Avenue Q|2008-08-27 14:30:00.000000
3916|34|9|2065|King Crimson|2008-08-27 14:30:00.000000
4023|21|9|2065|Nine Inch Nails|2008-08-27 19:00:00.000000
5645|125|9|2065|Vicente Fernandez|2008-08-27 15:00:00.000000
5844|33|9|2065|Wallflowers|2008-08-27 19:30:00.000000
5934|14|9|2065|Kanye West|2008-08-27 15:00:00.000000
6597|25|9|2065|Boyz II Men|2008-08-27 14:00:00.000000
6745|55|9|2065|.38 Special|2008-08-27 19:00:00.000000
7475|24|9|2065|Counting Crows and Maroon 5|2008-08-27 14:00:00.000000
163|307|8|2066|The Magic Flute|2008-08-28 20:00:00.000000
711|201|6|2066|Seven Brides for Seven Brothers|2008-08-28 15:00:00.000000
2732|231|7|2066|Rosencrantz and Guildenstern Are Dead|2008-08-28 19:30:00.000000
5729|30|9|2066|Great Big Sea|2008-08-28 15:00:00.000000
5731|91|9|2066|Govt Mule|2008-08-28 19:30:00.000000
5977|15|9|2066|Carrie Underwood|2008-08-28 19:00:00.000000
6775|112|9|2066|Jim Brickman|2008-08-28 19:00:00.000000
7804|79|9|2066|Joanna Newsom|2008-08-28 14:00:00.000000
8259|5|9|2066|Govt Mule|2008-08-28 19:00:00.000000
8332|100|9|2066|Queensryche|2008-08-28 15:00:00.000000
388|307|8|2067|Das Rheingold|2008-08-29 14:30:00.000000
555|246|6|2067|The Lion King|2008-08-29 15:00:00.000000
1784|255|6|2067|Spamalot|2008-08-29 15:00:00.000000
3090|213|7|2067|The Caretaker|2008-08-29 19:00:00.000000
3515|223|7|2067|The Caretaker|2008-08-29 15:00:00.000000
3572|205|7|2067|Woyzeck|2008-08-29 20:00:00.000000
3841|127|9|2067|Matchbox Twenty|2008-08-29 14:00:00.000000
4117|66|9|2067|America|2008-08-29 14:30:00.000000
4334|26|9|2067|Counting Crows and Maroon 5|2008-08-29 14:30:00.000000
4511|93|9|2067|Alan Jackson|2008-08-29 19:30:00.000000
5124|36|9|2067|Lonestar|2008-08-29 19:30:00.000000
7225|11|9|2067|Pat Benatar|2008-08-29 15:00:00.000000
8284|92|9|2067|Foreigner|2008-08-29 14:00:00.000000
62|307|8|2068|Adriana Lecouvreur|2008-08-30 19:30:00.000000
723|201|6|2068|State Fair|2008-08-30 15:00:00.000000
1436|229|6|2068|The Phantom of the Opera|2008-08-30 14:00:00.000000
2214|244|7|2068|Hedda Gabler|2008-08-30 15:00:00.000000
4008|90|9|2068|Sunday in the Country|2008-08-30 20:00:00.000000
4134|130|9|2068|Ben Folds|2008-08-30 19:30:00.000000
5122|86|9|2068|Ryan Adams|2008-08-30 15:00:00.000000
7956|66|9|2068|Ani DiFranco|2008-08-30 14:00:00.000000
8102|92|9|2068|Fergie|2008-08-30 19:30:00.000000
158|307|8|2069|L Elisir d Amore|2008-08-31 20:00:00.000000
3132|206|7|2069|Young Frankenstein|2008-08-31 19:30:00.000000
3322|205|7|2069|Macbeth|2008-08-31 19:30:00.000000
4590|88|9|2069|Sweet Honey in the Rock|2008-08-31 19:00:00.000000
4913|102|9|2069|Lucinda Williams|2008-08-31 15:00:00.000000
5020|115|9|2069|Herbie Hancock|2008-08-31 19:00:00.000000
5245|39|9|2069|Celtic Thunder|2008-08-31 19:30:00.000000
5639|88|9|2069|Frankie Valli|2008-08-31 14:00:00.000000
6936|104|9|2069|Gavin DeGraw|2008-08-31 19:00:00.000000
8159|93|9|2069|Sunday in the Country|2008-08-31 19:30:00.000000
8249|126|9|2069|Rush|2008-08-31 15:00:00.000000
1624|260|6|2070|Phantom of the Opera|2008-09-01 15:00:00.000000
2334|206|7|2070|Spring Awakening|2008-09-01 14:30:00.000000
2684|248|7|2070|As You Like It|2008-09-01 14:00:00.000000
